จังหวัด,รายชื่อวัด
,วัดอรัญญิคาม
,วัดอัมพวัน
,วัดโคศานิศาสตร์
,วัดนิเวศน์
,วัดแพงศรี
,วัดป่านาเมือง
,วัดบ้านเขวา
,วัดศรีรัตน์
,วัดดอนสังข์วนาราม
,วัดบูรพาจานใต้
,วัดหนองหิน
,วัดศรีมาลัย
,วัดบ้านขี้กา
,วัดหัวบ่อ
,วัดสุวรรณาราม
,วัดหนองตาด
,วัดนิมิตคณาราม
,วัดโพธาราม 
,วัดเหนือสุวรรณภูมิ
,วัดฟ้าหยาดสิริราษฏร์
,วัดท่าอุดมสามัคคี
,วัดบูรพากู่กาสิงห์น้อย
,วัดดงครั่งใหญ่
,วัดราษฎร์เจริญ
,วัดท่าบ่อ
,วัดบัวขาว
,วัดดอนธาตุทอง
,วัดบ้านลาด 
,วัดบึงตาลสามัคคี
,วัดไก่ป่า
,วัดบ้านผำ
,วัดโนนก้านเหลือง
,วัดบ้านตาหยวก
,วัดสระโนน
,วัดสว่างโพธาราม
,วัดสุวารีวิหาร
,วัดเหนือสูงยาง
,วัดหนองแซง
,วัดหนองสี่แจ
,วัดบ้านสะแบงแตก
,วัดสว่างอุทัย
,วัดบ้านรอบเมือง
,วัดศิริโพธิ์คำ
,วัดเกาะแก้วเจดีย์ 
,วัดหนองหญ้ารังกา
,วัดโคกสว่างชัยศรี
,วัดโนนสว่างชัยศรี
,วัดกลางขี้เหล็ก
,วัดบ้านแก่นทราย
,วัดโพธิ์สว่างวนาราม
,วัดสิริชัยพัฒนาราม
,วัดศรีฐาน
,วัดหนองแสบง
,วัดศรีมงคลท่าเสียว
,วัดขวัญเมือง
,วัดป่าวังยาว
,วัดมงคลประสิทธิ์
,วัดสว่างไพบูลย์
,วัดบ้านนา
,วัดโพธิ์อินทราราม
,วัดป่าเทพมงคล
,วัดชัยสันติธรรม
,วัดป่าศรีไพรวัน
,วัดปอภาร
,วัดวังใหญ่
,วัดเขวาตะคลอง 
,วัดราษฎร์อุทิศ
,วัดหนองสมบูรณ์
,วัดสว่างทรายทอง
,วัดโนนสมบูรณ์
,วัดโพธิ์ศรีวราราม
,วัดราษฎร์รังสฤษดิ์
,วัดสมุทรชัยศรี
,วัดบ้านเหล่าใหญ่
,วัดป่าคางฮุง
,วัดป่าเทพมงคลวนาราม
,วัดท่าสีดา
,วัดโพธิ์สูง
,วัดเขวาประสาท
,วัดศรีสว่างโพธิ์ทอง
,วัดมะขามเหนือ
,วัดทุ่งสว่าง
,วัดบ้านหนองบัวน้อย
,วัดยางจ้อง
,วัดปทุมคงคา
,วัดบ้านหนองม่วง
,วัดโพธิ์ศรีบุญเรือง
,วัดบ้านจอมพล
,วัดเกาะกลางนางงาม
,วัดยางเดี่ยว
,วัดบ่อแก้ว
,วัดสว่างหนองเปิด
,วัดป่าทรงธรรมิคทายวันวิหาร
,วัดอุดมไพสณฑ์
,วัดเปลือยน้อย
,วัดนันทิยาราม
,วัดโคกก่อง
,วัดใหม่มเหศักดิ์
,วัดป่าหนองแสงทุ่ง
,วัดบวรนิเวศน์
,วัดดอนแคน
,วัดโนนศิลา
,วัดโนนสว่าง
,วัดหนองแวงควง
,วัดศรีชมภู
,วัดสุธรรมราษฎร์บำรุง
,วัดเหล่าหัวภู
,วัดบุญศิริวราราม
,วัดโพธิ์ศรีชัย
,วัดสระแคน
,วัดทุ่งสว่างอารมย์
,วัดโนนตาล
,วัดน้ำคำน้อย
,วัดจอมกระสัญ
,วัดบ้านเหล่า
,วัดสีสุก
,วัดโพธิ์ศรีพุทธิคุณ
,วัดโกศรีกัญญาราม
,วัดส้มโฮง
,วัดหนองพันมูล
,วัดศรีสะอาดไพรสาน
,วัดท่าเยี่ยม
,วัดศรีวิลัยพัฒนาราม
,วัดผดุงสาตยาราม
,วัดโพธิ์ศรีม่วงลาด 
,วัดหนองตาไก้
,วัดอุทกวราราม
,วัดประสาทวิทยาราม
,วัดสว่างโหรา
,วัดชัยมงคลคณาราม
,วัดสระโพธาราม
,วัดเหล่าจั่น
,วัดอุดรเหล่าอารีย์
,วัดป่าศรีโพธิ์ชัย
,วัดพันธุวาส
,วัดอัมไพวัลย์
,วัดแสนสี 
,วัดสว่างนาวี
,วัดหัวนายาง 
,วัดป่าโนนรัง
,วัดสามขา 
,วัดดอนชัย
,วัดหนองครอง
,วัดวารีเกษม
,วัดวิเศษไพรสณฑ์
,วัดเหล่าใหญ่
,วัดป่าโพนทอง
,วัดบ้านสระโพนทอง
,วัดศิริมงคล
,วัดจันใดศรี
,วัดป่าเฉลิมพัฒนา
,วัดแก้วดวงดี
,วัดอัคคาราม
,วัดพรหมจริยาราม
,วัดโพนโพธิ์
,วัดป่าโนนสวรรค์
,วัดสว่าง
,วัดป่าศรีเจริญ
,วัดโคกพิลา
,วัดหนองยูง
,วัดอัมพวนาราม
,วัดชานุวรรณ
,วัดบ้านโพธิ์ชัน 
,วัดโพธิการาม
,วัดดู่กลาง
,วัดอินทาราม
,วัดสิงห์ไคล
,วัดสุทัศน์บูรพา
,วัดบ้านฝาง
,วัดเจริญชัย
,วัดหนองขุมเงิน
,วัดบ้านเหล่าข้าว 
,วัดหนองชำวิมลรัตนโกสิทธิ์
,วัดหนองประดู่
,วัดร่องคำ
,วัดมิ่งมงคล
,วัดบูรพา 
,วัดมาลุวาคณาราม
,วัดป่าสารคันสินธุ์
,วัดกกกุงวราราม
,วัดฮ่องทราย
,วัดโนนสะอาด
,วัดดอนดู่
,วัดป่าประชานุกุล
,วัดบึงฮี
,วัดหงษ์รัตนาวาส
,วัดบ้านป่าบาก 
,วัดโสธาราม
,วัดโนนชัย
,วัดทุ่งลัฎฐิวัน
,วัดโต๊ะโหม 
,วัดประชาราษฎร์
,วัดอุตมพิชัย
,วัดดอนทราย
,วัดบ้านแดง
,วัดสะอาดสมบูรณ์
,วัดบ้านกู่
,วัดศรีสุพรรณ
,วัดอรุณวนาราม
,วัดสีแก้ว
,วัดหนองตอน้อย
,วัดโพธิ์ไทร
,วัดไตรมิตรสามัคคีวนาราม
,วัดป่าโคกสมบูรณ์
,วัดป่าศรีปทุมวนาราม
,วัดโนนสวรรค์
,วัดเขวาหรดี
,วัดโสดาราม
,วัดโกศลรังสฤษดิ์
,วัดท่าสองคอน
,วัดดอนเกลือ
,วัดบูรพาภิรมย์
,วัดเมืองสรวงใหญ่
,วัดเกาะแก้ว
,วัดโคกมอน
,วัดราษฎร์บันเทิง
,วัดป่าเหล่าเสือ
,วัดโนนขาม 
,วัดสุรชัย
,วัดปิยะวาส
,วัดนิคมพัฒนาราม
,วัดปราสาทธรรมทาน
,วัดบ้านดอนไผ่ 
,วัดเกษมทรัพย์พัฒนาราม
,วัดบ้านมะบ้า 
,วัดราษฎร์บูรณะ
,วัดศิลาอาสน์
